날짜,종가,시가,고가,저가,거래량,변동 %
2017-04-03,2167.51,2166.04,2171.33,2161.26,398.51M,0.0034
2017-04-04,2161.10,2165.23,2166.94,2156.89,522.09M,-0.0030
2017-04-05,2160.85,2161.90,2164.85,2146.98,571.69M,-0.0001
2017-04-06,2152.75,2152.64,2153.83,2143.30,510.16M,-0.0037
2017-04-07,2151.73,2154.87,2155.70,2142.51,408.46M,-0.0005
2017-04-10,2133.32,2148.83,2148.83,2128.35,512.92M,-0.0086
2017-04-11,2123.85,2129.23,2136.55,2117.82,489.31M,-0.0044
2017-04-12,2128.91,2128.17,2129.82,2122.94,427.36M,0.0024
2017-04-13,2148.61,2130.64,2148.61,2125.87,357.58M,0.0093
2017-04-14,2134.88,2138.28,2141.61,2127.80,383.69M,-0.0064
2017-04-17,2145.76,2140.87,2150.70,2138.70,259.30M,0.0051
2017-04-18,2148.46,2155.36,2155.36,2139.31,291.40M,0.0013
2017-04-19,2138.40,2144.98,2148.03,2133.82,344.22M,-0.0047
2017-04-20,2149.15,2138.19,2150.43,2134.05,268.32M,0.0050
2017-04-21,2165.04,2161.24,2169.46,2156.64,281.54M,0.0074
2017-04-24,2173.74,2175.50,2177.89,2166.83,374.71M,0.0040
2017-04-25,2196.85,2175.70,2196.85,2174.11,275.90M,0.0106
2017-04-26,2207.84,2202.37,2210.61,2200.73,397.53M,0.0050
2017-04-27,2209.46,2201.72,2211.59,2199.76,386.11M,0.0007
2017-04-28,2205.44,2214.36,2217.04,2202.20,268.64M,-0.0018
2017-05-02,2219.67,2213.61,2229.74,2212.87,295.14M,0.0065
2017-05-04,2241.24,2224.91,2241.24,2224.91,261.92M,0.0097
2017-05-08,2292.76,2245.61,2292.76,2244.23,281.76M,0.0230
2017-05-10,2270.12,2294.10,2323.22,2264.31,422.89M,-0.0099
2017-05-11,2296.37,2278.47,2297.67,2271.66,463.46M,0.0116
2017-05-12,2286.02,2296.06,2296.51,2283.38,335.34M,-0.0045
2017-05-15,2290.65,2288.23,2297.31,2280.60,251.59M,0.0020
2017-05-16,2295.33,2306.73,2309.00,2283.84,368.14M,0.0020
2017-05-17,2293.08,2291.56,2295.87,2283.01,394.82M,-0.0010
2017-05-18,2286.82,2271.27,2288.85,2267.08,378.32M,-0.0027
2017-05-19,2288.48,2286.78,2293.82,2282.13,421.13M,0.0007
2017-05-22,2304.03,2300.68,2305.21,2292.95,340.06M,0.0068
2017-05-23,2311.74,2308.69,2326.57,2303.15,341.08M,0.0033
2017-05-24,2317.34,2319.37,2322.54,2312.93,409.56M,0.0024
2017-05-25,2342.93,2325.49,2343.72,2321.26,369.28M,0.0110
2017-05-26,2355.30,2344.39,2364.80,2341.61,312.90M,0.0053
2017-05-29,2352.97,2362.59,2371.67,2344.25,316.18M,-0.0010
2017-05-30,2343.68,2356.54,2358.69,2332.16,508.84M,-0.0039
2017-05-31,2347.38,2339.25,2355.23,2338.25,555.94M,0.0016
2017-06-01,2344.61,2348.31,2351.31,2335.63,336.69M,-0.0012
2017-06-02,2371.72,2353.77,2372.65,2353.45,399.50M,0.0116
2017-06-05,2368.62,2376.66,2376.83,2363.61,326.41M,-0.0013
2017-06-07,2360.14,2364.96,2369.43,2356.71,376.21M,-0.0036
2017-06-08,2363.57,2361.64,2365.52,2347.62,417.08M,0.0015
2017-06-09,2381.69,2371.22,2385.15,2367.81,520.56M,0.0077
2017-06-12,2357.87,2370.69,2374.70,2353.35,327.23M,-0.0100
2017-06-13,2374.70,2358.92,2375.81,2358.92,322.08M,0.0071
2017-06-14,2372.64,2384.54,2387.29,2366.92,393.00M,-0.0009
2017-06-15,2361.65,2373.36,2378.04,2350.37,334.89M,-0.0046
2017-06-16,2361.83,2364.20,2365.37,2355.29,329.18M,0.0001
2017-06-19,2370.90,2364.02,2377.20,2356.84,290.94M,0.0038
2017-06-20,2369.23,2382.54,2382.54,2365.45,360.73M,-0.0007
2017-06-21,2357.53,2358.23,2359.97,2346.19,360.34M,-0.0049
2017-06-22,2370.37,2364.22,2370.39,2354.10,299.23M,0.0054
